Time,carts,catalogue,front-end,orders,payment,queue-master,shipping,user
0,28.887961308177484,7.8963824785870145,77.33752400643944,13.942481984397434,2.0065048147132467,4.121775262770203,4.168207552083221,17.281761516467856
5,32.222729165200974,8.48296262567149,72.48433658328867,13.017550639258047,2.0065048147132467,3.8375694126672215,4.16820755208322,16.24242357756265
10,29.837246959758268,8.63831925454689,71.1848083882338,14.321579998703973,2.0065048147132467,3.76829610975093,3.891574423315481,15.951917166470825
15,32.65708489272467,9.24375023058697,75.70850293730014,14.058898172683815,1.8834217220541138,4.171997976301096,4.241080598574568,15.661007514276951
20,32.65708489272467,9.368566673517709,85.4606879796057,16.05814131878792,2.25978456110081,4.171997976301096,4.705458999191497,19.836192726620677
25,32.65708489272467,9.368566673517709,85.4606879796057,16.05814131878792,2.25978456110081,4.171997976301096,4.705458999191495,19.836192726620677
30,32.65708489272467,9.368566673517705,85.4606879796057,16.05814131878792,2.25978456110081,4.5209219629408,4.705458999191495,19.836192726620677
35,36.788451780672666,9.368566673517709,91.06877711124999,17.228448862226802,2.25978456110081,4.875307014107298,4.705458999191497,19.836192726620677
40,34.45224713590577,9.368566673517709,91.06877711124999,17.06267175174528,2.123513274887095,4.530753832085917,5.226663247452961,19.836192726620677
45,36.71483303128725,9.802994294019292,90.13204821183652,16.75452926873003,2.3170059464360517,4.8445164069498,5.226663247452961,21.821110242705824
50,36.71483303128725,9.879369945629895,99.38905330232907,18.370713539770115,2.5107348053889185,4.844516406949801,5.233702823928607,21.87296552771466
55,36.714833031287256,9.879369945629895,99.38905330232907,18.370713539770115,2.5107348053889185,4.8445164069498,5.233702823928607,21.872965527714662
60,36.71483303128725,10.430230653499493,99.38905330232907,18.370713539770115,2.5107348053889185,4.8445164069498,5.233702823928607,21.87296552771466
65,38.2925690026739,10.430230653499493,99.38905330232907,17.064562611060435,2.5107348053889185,4.844516406949801,5.233702823928607,21.872965527714662
70,38.2925690026739,10.430230653499493,86.23466678999999,16.988871084787093,2.348101028468071,4.579905836915783,4.941156161785274,22.109220542860893
