Time,carts,catalogue,front-end,orders,payment,queue-master,shipping,user
0,0.1662997515305941,0.11810614385800289,0.22550866789606486,0.10401133255571432,0.11109861115276988,0.17534246165237904,0.17596515761230344,0.13276381110264562
5,0.15613545029969947,0.11810614385800289,0.22550866789606486,0.10401133255571433,0.1110986111527699,0.174875923438142,0.17596515761230344,0.12437512969812495
10,0.1550049379199176,0.11806009652998663,0.22626373732888283,0.09627200339110666,0.11109861115276988,0.1716976712040414,0.17596515761230344,0.1149817725000446
15,0.166822533894551,0.11057966123872601,0.22626373732888283,0.09514177557182806,0.10126963753739102,0.1879810560919433,0.17732263760351608,0.12137912585364287
20,0.166822533894551,0.114944453854813,0.2273780616148685,0.10403891914386786,0.11164985586478811,0.1879810560919433,0.17685540393122856,0.13730720598166218
25,0.166822533894551,0.114944453854813,0.2273780616148685,0.10403891914386786,0.11164985586478808,0.1879810560919433,0.17685540393122856,0.13730720598166218
30,0.166822533894551,0.114944453854813,0.2273780616148685,0.10403891914386786,0.11164985586478808,0.17675099817839723,0.17685540393122856,0.13730720598166218
35,0.166822533894551,0.11494445385481299,0.21073767653458472,0.10403891914386786,0.11164985586478808,0.17358978341845102,0.17685540393122856,0.1284651050343901
40,0.15634562650082962,0.1146540741460444,0.22721334198708446,0.10364618158528287,0.11164985586478811,0.17015014066122666,0.17685540393122853,0.1261578862832116
45,0.1667909472799681,0.1146540741460444,0.22721334198708446,0.09694625488511073,0.10616321389596145,0.1879733198882547,0.16503073262329215,0.12102635380179631
50,0.1667909472799682,0.11498566974708331,0.23030839148808277,0.10578081160293092,0.11226966165191901,0.1879733198882547,0.17929383463765927,0.13141845424693593
55,0.1667909472799682,0.11498566974708331,0.23030839148808283,0.10578081160293092,0.112269661651919,0.18797331988825466,0.17929383463765936,0.13141845424693593
60,0.16653659163111068,0.10807613826469596,0.23030839148808283,0.10578081160293092,0.11226966165191901,0.1879733198882547,0.17929383463765927,0.1314184542469359
65,0.16653659163111068,0.10612866430474618,0.23030839148808283,0.10567830224686903,0.11226966165191901,0.17237730524298597,0.1660443320126194,0.13141845424693593
70,0.1545691680711293,0.10008040867003239,0.23030839148808283,0.105678302246869,0.11179014456995987,0.16924422272920966,0.17900636970815537,0.13141845424693593
75,0.16741482996091622,0.09822059688827343,0.21641854837236665,0.10567830224686903,0.11179014456995987,0.18822483715425095,0.17900636970815537,0.12418690167170139
80,0.16741482996091622,0.11823718323614933,0.23255992357298438,0.10653411204427651,0.11206216444432787,0.18822483715425095,0.1821489839755435,0.13240243187474407
85,0.16741482996091622,0.11823718323614933,0.23255992357298438,0.10653411204427651,0.11206216444432787,0.18822483715425092,0.18214898397554355,0.13240243187474407
90,0.1557481795251564,0.11823718323614933,0.23255992357298438,0.10005709450299498,0.11206216444432787,0.18822483715425092,0.1821489839755435,0.13240243187474407
95,0.15631270830170327,0.11066067926341233,0.23255992357298438,0.09826732142065117,0.11206216444432787,0.1752041583801892,0.18214898397554355,0.13240243187474407
100,0.1534850339645243,0.10398496874998388,0.23255992357298438,0.09671099462914232,0.11206216444432787,0.17623487649089542,0.18214898397554355,0.13525175870274764
105,0.17121202690967274,0.10981761667800286,0.23223672788663619,0.09491337949574137,0.11340634088127977,0.1916009671095611,0.171085909890083,0.12659609698496743
110,0.17121202690967274,0.11751404202989958,0.23280438708405427,0.10984931856596328,0.11286285107798188,0.1916009671095611,0.18446372152740306,0.1338015657834111
115,0.1712120269096728,0.1175140420298996,0.23280438708405427,0.10984931856596328,0.11286285107798188,0.19160096710956115,0.18446372152740306,0.1338015657834111
120,0.17121202690967274,0.1175140420298996,0.23280438708405427,0.10984931856596328,0.11286285107798188,0.19160096710956115,0.18446372152740306,0.1338015657834111
125,0.15949969750216023,0.1175140420298996,0.23280438708405427,0.10984931856596328,0.11286285107798191,0.1916009671095611,0.17141284490944245,0.1338015657834111
